customer_id,signup_date,age,gender,city,last_order_date,total_orders,total_revenue,avg_order_value,days_since_last_order,churn_180d
C1304,2024-06-01,50,Male,Mumbai,2024-04-20,4,1679.06,419.76,499.0,1
C1305,2027-01-29,41,Male,Bengaluru,2025-08-26,6,7473.67,1245.61,6.0,0
C1306,2023-10-18,56,Other,Delhi,2025-03-06,3,379.94,126.65,179.0,0
C1307,2023-06-06,51,Male,Pune,2025-04-17,7,5043.62,720.52,137.0,0
C1308,2024-09-26,45,Male,Chennai,2024-12-12,6,3047.03,507.84,263.0,1
C1309,2023-05-07,54,Female,Hyderabad,2025-07-06,7,3758.63,536.95,57.0,0
C1310,2023-08-20,24,Male,Delhi,2024-02-07,3,5274.47,1758.16,572.0,1
C1311,2023-02-02,21,Male,Chennai,2025-07-27,6,3354.56,559.09,36.0,0
C1312,2023-01-11,54,Male,Mumbai,2024-11-07,2,4086.55,2043.28,298.0,1
C1313,2026-08-07,18,Male,Hyderabad,2025-06-09,7,7582.27,1083.18,84.0,0
C1314,2024-12-24,18,Male,Chennai,2025-08-12,6,6556.21,1092.7,20.0,0
C1315,2024-04-21,64,Male,Chennai,2025-08-02,9,4760.99,529.0,30.0,0
C1316,2023-07-30,37,Male,Noida,2023-07-21,4,933.68,233.42,773.0,1
C1317,2023-03-18,36,Male,Noida,2025-01-03,4,1214.54,303.64,241.0,1
C1318,2023-03-10,46,Female,Noida,2025-06-25,12,5504.17,458.68,68.0,0
C1319,2023-04-26,27,Male,Bengaluru,2024-03-17,2,266.05,133.02,533.0,1
C1320,2023-11-15,35,Male,Kolkata,2025-02-11,1,1055.57,1055.57,202.0,1
C1321,2024-05-16,45,Female,Delhi,2025-02-11,5,2927.75,585.55,202.0,1
C1322,2024-03-07,52,Female,Bengaluru,2025-08-02,5,2324.66,464.93,30.0,0
C1323,2023-05-12,60,Male,Pune,2024-11-03,5,9176.94,1835.39,302.0,1
C1324,2026-05-24,64,Female,Hyderabad,2025-07-13,7,2784.52,397.79,50.0,0
C1325,2024-06-19,48,Male,Kolkata,2025-06-21,4,1253.47,313.37,72.0,0
C1326,2023-11-20,44,Male,Chennai,2025-07-30,7,5130.58,732.94,33.0,0
C1327,2024-01-14,28,Female,Bengaluru,2025-08-31,6,2318.98,386.5,1.0,0
C1328,2023-08-06,66,Female,Noida,,0,0.0,0.0,757.0,1
C1329,2023-04-24,66,Male,Kolkata,2025-05-30,5,3745.18,749.04,94.0,0
C1330,2023-06-26,55,Male,Pune,2025-05-16,6,9398.72,1566.45,108.0,0
C1331,2024-07-21,22,Female,Delhi,2025-04-13,4,3088.97,772.24,141.0,0
C1332,2023-01-06,25,Male,Pune,2025-07-19,6,732.84,122.14,44.0,0
C1333,2023-02-19,51,Female,Hyderabad,2025-08-10,6,3057.65,509.61,22.0,0
C1334,2023-01-19,65,Male,Mumbai,2024-04-03,4,1519.85,379.96,516.0,1
C1335,2023-01-17,69,Female,Bengaluru,2025-08-14,6,-587.06,-97.84,18.0,0
C1336,2025-02-12,29,Female,Noida,2025-03-09,2,1329.18,664.59,176.0,0
C1337,2024-05-01,55,Female,Hyderabad,2025-03-30,5,4679.92,935.98,155.0,0
C1338,2023-09-15,18,Female,Mumbai,2025-07-27,5,3538.59,707.72,36.0,0
C1339,2023-02-11,48,Female,Noida,2025-07-18,7,3735.5,533.64,45.0,0
C1340,2023-09-28,21,Male,Noida,2024-10-23,6,2583.95,430.66,313.0,1
C1341,2023-09-14,66,Male,Noida,2024-08-14,5,11632.35,2326.47,383.0,1
C1342,2023-03-18,62,Male,Bengaluru,2025-08-11,6,6418.4,1069.73,21.0,0
C1343,2023-08-16,67,Female,Hyderabad,2025-06-29,9,4070.26,452.25,64.0,0
C1344,2023-07-23,22,Female,Noida,2025-07-07,10,1108.2,110.82,56.0,0
C1345,2024-01-18,47,Male,Pune,2025-08-06,7,7625.6,1089.37,26.0,0
C1346,2024-02-08,41,Male,Hyderabad,2025-06-30,7,1586.93,226.7,63.0,0
C1347,2023-01-19,20,Male,Kolkata,2024-10-17,7,8252.18,1178.88,319.0,1
C1348,2023-07-07,28,Female,Pune,2025-03-10,7,2736.69,390.96,175.0,0
C1349,2024-01-29,62,Male,Bengaluru,2025-06-20,6,1510.4,251.73,73.0,0
C1350,2023-10-07,21,Female,Noida,2025-04-25,6,1949.46,324.91,129.0,0
C1351,2025-02-15,43,Other,Hyderabad,2025-07-21,7,1529.04,218.43,42.0,0
C1352,2024-03-05,44,Male,Chennai,2024-08-04,5,1514.42,302.88,393.0,1
C1353,2023-03-13,63,Male,Bengaluru,2025-01-31,6,1769.14,294.86,213.0,1
C1354,2023-01-30,60,Male,Hyderabad,2025-08-23,6,4554.95,759.16,9.0,0
C1355,2024-02-16,44,Male,Kolkata,2024-10-31,7,4932.42,704.63,305.0,1
C1356,2023-01-11,59,Male,Noida,2025-06-29,3,1549.7,516.57,64.0,0
C1357,2023-12-19,68,Male,Mumbai,2024-10-30,4,2473.35,618.34,306.0,1
C1358,2026-01-31,67,Female,Noida,2025-03-24,4,284.64,71.16,161.0,0
C1359,2023-12-09,23,Male,Mumbai,2023-05-24,1,1082.74,1082.74,831.0,1
C1360,2023-07-16,32,Female,Chennai,2025-05-04,5,5563.0,1112.6,120.0,0
C1361,2024-02-17,47,Female,Bengaluru,2025-08-21,5,3086.7,617.34,11.0,0
C1362,2023-09-03,59,Female,Kolkata,2025-07-06,3,3180.86,1060.29,57.0,0
C1363,2023-11-12,54,Male,Hyderabad,2025-05-28,7,2918.18,416.88,96.0,0
C1364,2026-02-09,54,Female,Hyderabad,2025-03-19,10,2938.78,293.88,166.0,0
C1365,2023-07-15,59,Male,Mumbai,2025-01-17,5,2821.02,564.2,227.0,1
C1366,2026-07-23,54,Female,Kolkata,2025-04-09,5,1603.72,320.74,145.0,0
C1367,2025-08-01,52,Female,Pune,2025-07-12,4,2771.68,692.92,51.0,0
C1368,2023-03-29,40,Female,Chennai,2025-01-25,12,11290.28,940.86,219.0,1
C1369,2023-01-29,23,Male,Mumbai,2025-02-07,3,1469.61,489.87,206.0,1
C1370,2023-02-12,21,Female,Mumbai,2025-04-30,9,1829.93,203.33,124.0,0
C1371,2023-01-08,35,Male,Chennai,2025-04-03,6,5369.89,894.98,151.0,0
C1372,2023-02-09,26,Male,Bengaluru,2025-02-14,4,876.56,219.14,199.0,1
C1373,2024-04-04,66,Male,Hyderabad,2025-08-08,8,2621.1,327.64,24.0,0
C1374,2023-01-30,46,Male,Bengaluru,2024-02-06,4,566.84,141.71,573.0,1
C1375,2023-06-03,30,Male,Kolkata,2025-08-06,9,6542.12,726.9,26.0,0
C1376,2025-01-15,64,Female,Pune,2024-11-04,2,1548.86,774.43,301.0,1
C1377,2023-01-10,69,Female,Noida,2023-11-17,2,307.83,153.92,654.0,1
C1378,2024-11-04,34,Male,Delhi,2024-08-09,3,3672.15,1224.05,388.0,1
C1379,2023-05-13,62,Male,Delhi,2025-06-06,3,930.31,310.1,87.0,0
C1380,2023-02-20,49,Male,Delhi,2024-06-02,3,1002.86,334.29,456.0,1
C1381,2024-04-22,65,Male,Chennai,2025-06-11,7,5974.67,853.52,82.0,0
C1382,2024-02-01,39,Male,Mumbai,2025-07-23,6,4438.7,739.78,40.0,0
C1383,2025-04-19,21,Female,Pune,2024-12-21,5,2847.95,569.59,254.0,1
C1384,2024-06-15,22,Male,Bengaluru,2024-12-12,6,1315.83,219.31,263.0,1
C1385,2024-10-12,54,Male,Noida,2025-08-22,8,5625.38,703.17,10.0,0
C1386,2023-05-13,58,Male,Hyderabad,2025-04-01,12,7219.87,601.66,153.0,0
C1387,2023-03-20,66,Female,Delhi,2025-06-08,6,1572.46,262.08,85.0,0
C1388,2024-07-09,30,Female,Bengaluru,2025-01-05,4,1382.7,345.68,239.0,1
C1389,2024-10-19,51,Female,Delhi,2025-07-14,2,1299.84,649.92,49.0,0
C1390,2028-02-06,62,Female,Pune,2024-10-04,7,4024.05,574.86,332.0,1
C1391,2023-08-01,39,Male,Delhi,2025-02-03,4,5164.78,1291.2,210.0,1
C1392,2023-07-06,40,Male,Hyderabad,2025-08-22,10,2543.5,254.35,10.0,0
C1393,2024-08-22,68,Female,Noida,2025-05-10,6,3852.87,642.15,114.0,0
C1394,2023-06-16,20,Male,Kolkata,2025-06-08,4,2777.03,694.26,85.0,0
C1395,2025-12-04,59,Female,Kolkata,2025-04-19,9,4978.72,553.19,135.0,0
C1396,2025-02-20,51,Male,Pune,2025-08-04,3,1716.4,572.13,28.0,0
C1397,2023-08-13,49,Male,Kolkata,2025-02-25,5,2607.5,521.5,188.0,1
C1398,2024-07-09,62,Female,Chennai,2025-08-16,6,1015.34,169.22,16.0,0
C1399,2024-07-15,68,Female,Mumbai,2025-05-16,4,313.14,78.28,108.0,0
C1400,2023-02-13,66,Female,Chennai,2024-12-19,6,7065.28,1177.55,256.0,1
C1401,2025-07-20,38,Male,Bengaluru,2025-03-23,6,4057.26,676.21,162.0,0
C1402,2023-10-09,63,Female,Chennai,2025-07-09,10,-25.16,-2.52,54.0,0
C1403,2024-12-01,61,Male,Bengaluru,2025-01-24,6,1641.88,273.65,220.0,1
C1404,2023-06-04,38,Male,Bengaluru,2024-12-10,4,3324.44,831.11,265.0,1
C1405,2025-06-22,61,Male,Mumbai,2025-05-18,2,263.2,131.6,106.0,0
C1406,2023-07-17,28,Male,Hyderabad,2025-08-09,2,730.68,365.34,23.0,0
C1407,2023-01-05,56,Male,Noida,2025-07-07,9,13081.59,1453.51,56.0,0
C1408,2025-08-01,21,Male,Pune,2025-04-14,6,13642.24,2273.71,140.0,0
C1409,2023-02-08,68,Male,Mumbai,2025-06-16,7,8487.21,1212.46,77.0,0
C1410,2023-06-03,18,Male,Pune,2025-05-24,5,2860.9,572.18,100.0,0
C1411,2026-04-13,45,Male,Kolkata,2025-08-10,5,1926.92,385.38,22.0,0
C1412,2026-04-18,41,Male,Kolkata,2025-03-09,7,4303.58,614.8,176.0,0
C1413,2023-12-07,52,Male,Chennai,2025-04-20,7,3318.06,474.01,134.0,0
C1414,2024-02-04,30,Female,Bengaluru,2025-02-09,6,2377.09,396.18,204.0,1
C1415,2023-08-27,64,Male,Delhi,2024-12-30,7,4252.5,607.5,245.0,1
C1416,2023-05-19,51,Male,Delhi,2025-06-16,5,3326.59,665.32,77.0,0
C1417,2023-06-09,28,Male,Pune,2024-05-11,3,675.4,225.13,478.0,1
C1418,2024-03-22,53,Female,Bengaluru,2025-01-29,5,3593.44,718.69,215.0,1
C1419,2024-07-12,68,Female,Pune,2025-04-18,5,7378.56,1475.71,136.0,0
C1420,2024-09-19,34,Female,Mumbai,2024-11-07,4,3304.23,826.06,298.0,1
C1421,2024-09-15,52,Female,Hyderabad,2025-08-24,5,1913.97,382.79,8.0,0
C1422,2023-02-08,35,Female,Noida,2025-04-26,4,1819.66,454.92,128.0,0
C1423,2023-09-30,57,Female,Mumbai,2024-07-07,8,7646.92,955.87,421.0,1
C1424,2023-01-24,39,Female,Bengaluru,2025-08-10,11,5367.57,487.96,22.0,0
C1425,2023-11-15,41,Male,Bengaluru,2025-06-04,5,1306.08,261.22,89.0,0
C1426,2023-08-22,36,Male,Hyderabad,2025-08-14,8,4286.53,535.82,18.0,0
C1427,2025-05-24,54,Male,Pune,2024-07-20,3,4318.98,1439.66,408.0,1
C1428,2023-06-22,56,Female,Chennai,2025-02-26,4,505.93,126.48,187.0,1
C1429,2023-02-19,38,Female,Chennai,2025-07-12,4,2037.25,509.31,51.0,0
C1430,2023-03-03,25,Female,Hyderabad,2025-06-19,4,378.34,94.58,74.0,0
C1431,2024-07-27,45,Male,Chennai,2024-04-30,4,1035.64,258.91,489.0,1
C1432,2024-01-21,22,Male,Delhi,2025-05-18,5,1236.06,247.21,106.0,0
C1433,2023-02-12,34,Male,Chennai,2025-07-02,5,3089.8,617.96,61.0,0
C1434,2023-02-05,54,Male,Chennai,2025-03-17,5,9435.46,1887.09,168.0,0
C1435,2024-04-27,53,Female,Chennai,2025-06-23,6,4450.28,741.71,70.0,0
C1436,2023-01-31,36,Female,Delhi,2024-11-11,5,3732.77,746.55,294.0,1
C1437,2024-11-21,44,Male,Pune,2024-06-20,9,3028.45,336.49,438.0,1
C1438,2024-05-04,51,Female,Chennai,2025-05-31,3,964.1,321.37,93.0,0
C1439,2023-02-03,28,Male,Kolkata,2024-09-25,4,2594.57,648.64,341.0,1
C1440,2023-02-05,62,Other,Delhi,2025-05-02,6,3526.54,587.76,122.0,0
C1441,2027-09-23,64,Male,Hyderabad,2025-04-27,5,6654.08,1330.82,127.0,0
C1442,2023-07-07,29,Male,Mumbai,2025-08-24,5,2107.91,421.58,8.0,0
C1443,2023-07-05,38,Male,Hyderabad,2025-04-03,2,168.03,84.02,151.0,0
C1444,2024-11-01,28,Male,Mumbai,2025-08-01,9,4642.73,515.86,31.0,0
C1445,2026-03-22,56,Male,Noida,2024-11-01,4,3924.63,981.16,304.0,1
C1446,2027-09-04,45,Female,Hyderabad,2025-07-25,7,3670.24,524.32,38.0,0
C1447,2024-07-13,22,Female,Kolkata,2025-06-29,8,5685.16,710.65,64.0,0
C1448,2023-07-08,34,Female,Mumbai,2024-06-27,5,3480.43,696.09,431.0,1
C1449,2023-02-04,37,Male,Mumbai,2024-06-26,6,3247.92,541.32,432.0,1
C1450,2024-08-23,58,Female,Bengaluru,2025-08-26,4,-382.86,-95.71,6.0,0
C1451,2023-11-23,63,Male,Mumbai,2024-12-31,5,5721.94,1144.39,244.0,1
C1452,2023-08-09,29,Male,Mumbai,2023-04-17,2,837.5,418.75,868.0,1
C1453,2025-08-05,23,Female,Bengaluru,2025-02-11,5,4201.3,840.26,202.0,1
C1454,2023-02-17,34,Female,Chennai,2024-10-20,5,1622.6,324.52,316.0,1
C1455,2023-09-29,68,Male,Chennai,2025-02-21,4,3287.27,821.82,192.0,1
C1456,2023-01-05,36,Male,Bengaluru,2024-11-02,5,704.94,140.99,303.0,1
C1457,2023-09-10,43,Other,Delhi,2025-06-29,4,646.21,161.55,64.0,0
C1458,2023-01-24,65,Male,Noida,2025-08-13,8,3831.59,478.95,19.0,0
C1459,2023-02-20,61,Male,Mumbai,2025-04-09,4,1851.7,462.93,145.0,0
C1460,2023-02-20,61,Female,Mumbai,2025-02-12,6,3911.1,651.85,201.0,1
C1461,2024-02-24,69,Male,Bengaluru,2025-06-05,7,3016.26,430.89,88.0,0
C1462,2024-07-02,49,Male,Bengaluru,2024-05-19,5,4095.16,819.03,470.0,1
C1463,2023-12-17,23,Male,Delhi,2025-05-22,8,2067.1,258.39,102.0,0
C1464,2026-08-02,53,Female,Kolkata,2025-01-15,9,7121.13,791.24,229.0,1
C1465,2023-07-07,55,Female,Chennai,2025-04-11,10,-5051.55,-505.16,143.0,0
C1466,2023-05-15,28,Female,Hyderabad,2025-05-02,8,3898.92,487.36,122.0,0
C1467,2025-03-22,50,Other,Kolkata,2025-04-22,5,1800.22,360.04,132.0,0
C1468,2023-04-12,41,Female,Pune,2024-04-06,7,4226.51,603.79,513.0,1
C1469,2026-08-14,40,Male,Chennai,2025-04-21,6,2645.56,440.93,133.0,0
C1470,2023-01-05,32,Male,Mumbai,2025-06-05,5,1805.86,361.17,88.0,0
C1471,2026-11-02,44,Female,Pune,2024-11-18,7,5307.91,758.27,287.0,1
C1472,2023-01-18,28,Female,Kolkata,2024-12-15,3,2554.25,851.42,260.0,1
C1473,2025-06-06,68,Female,Bengaluru,2024-01-31,2,401.21,200.6,579.0,1
C1474,2023-10-28,67,Female,Delhi,2025-01-26,7,5091.62,727.37,218.0,1
C1475,2028-06-05,34,Male,Chennai,2024-02-23,1,421.29,421.29,556.0,1
C1476,2023-01-31,68,Male,Delhi,2025-07-26,8,5101.59,637.7,37.0,0
C1477,2023-11-19,31,Male,Pune,2025-08-03,7,3208.96,458.42,29.0,0
C1478,2026-10-25,44,Male,Chennai,2025-07-27,8,4117.23,514.65,36.0,0
C1479,2023-10-24,35,Male,Noida,2025-03-20,4,2587.87,646.97,165.0,0
C1480,2024-02-02,45,Female,Noida,2025-06-01,6,5335.74,889.29,92.0,0
C1481,2024-04-20,68,Female,Kolkata,2025-08-13,1,-1023.42,-1023.42,19.0,0
C1482,2023-08-31,64,Male,Mumbai,2024-07-09,4,4928.15,1232.04,419.0,1
C1483,2024-01-31,64,Male,Noida,,0,0.0,0.0,579.0,1
C1484,2023-12-18,21,Female,Noida,2024-04-19,2,1194.32,597.16,500.0,1
C1485,2025-07-14,24,Male,Hyderabad,2025-02-14,4,1715.64,428.91,199.0,1
C1486,2023-01-19,62,Female,Delhi,2025-06-16,10,9011.08,901.11,77.0,0
C1487,2023-05-12,52,Female,Delhi,2025-05-02,5,2819.9,563.98,122.0,0
C1488,2026-04-16,65,Female,Noida,2024-09-09,5,540.5,108.1,357.0,1
C1489,2025-06-02,26,Female,Hyderabad,2025-02-23,5,2182.21,436.44,190.0,1
C1490,2023-09-01,25,Female,Delhi,2025-05-23,3,1218.7,406.23,101.0,0
C1491,2024-01-23,69,Male,Delhi,2025-04-23,5,1668.37,333.67,131.0,0
C1492,2023-05-10,62,Male,Chennai,2025-06-03,7,1211.62,173.09,90.0,0
C1493,2023-03-25,34,Male,Chennai,2024-12-24,5,2412.14,482.43,251.0,1
C1494,2023-09-07,34,Other,Hyderabad,2025-07-28,3,2651.82,883.94,35.0,0
C1495,2023-06-24,66,Male,Pune,2024-07-19,5,3705.51,741.1,409.0,1
C1496,2023-12-17,50,Male,Mumbai,2025-07-31,10,6878.66,687.87,32.0,0
C1497,2023-02-02,49,Female,Kolkata,2025-07-10,4,2646.65,661.66,53.0,0
C1498,2027-01-05,25,Female,Noida,2025-03-11,5,3591.61,718.32,174.0,0
C1499,2027-09-10,36,Female,Noida,2025-07-03,7,237.85,33.98,60.0,0
C1500,2024-04-24,55,Male,Kolkata,2025-07-08,3,1270.76,423.59,55.0,0
C1501,2023-11-04,20,Male,Noida,2024-07-02,4,1347.39,336.85,426.0,1
C1502,2023-05-29,22,Male,Noida,2025-03-17,5,1239.85,247.97,168.0,0
C1503,2024-11-03,30,Male,Pune,2024-07-30,2,1436.87,718.43,398.0,1
C1504,2024-04-06,64,Male,Delhi,2025-01-16,6,1875.77,312.63,228.0,1
C1505,2023-03-12,63,Male,Mumbai,2025-05-26,7,5507.62,786.8,98.0,0
C1506,2025-08-25,48,Female,Noida,2024-11-08,3,1098.99,366.33,297.0,1
C1507,2024-11-22,33,Male,Hyderabad,2025-06-12,5,2804.06,560.81,81.0,0
C1508,2026-04-11,67,Female,Pune,2025-07-15,6,379.03,63.17,48.0,0
C1509,2024-06-01,49,Female,Noida,2025-06-27,3,880.95,293.65,66.0,0
C1510,2024-01-16,39,Male,Hyderabad,2023-11-21,3,377.96,125.99,650.0,1
C1511,2023-08-05,46,Female,Chennai,2025-05-15,6,1916.37,319.4,109.0,0
C1512,2025-12-15,39,Male,Delhi,2025-06-20,8,3805.15,475.64,73.0,0
C1513,2025-03-15,60,Male,Bengaluru,2025-05-20,7,917.22,131.03,104.0,0
C1514,2023-01-19,20,Female,Noida,2025-07-22,3,739.73,246.58,41.0,0
C1515,2023-01-11,27,Male,Hyderabad,2025-03-31,4,1080.8,270.2,154.0,0
C1516,2023-07-08,59,Other,Pune,2025-04-09,7,2534.08,362.01,145.0,0
C1517,2024-10-27,38,Male,Delhi,2025-04-05,3,3334.07,1111.36,149.0,0
C1518,2027-10-12,33,Female,Mumbai,2025-08-29,11,10412.93,946.63,3.0,0
C1519,2023-03-07,29,Male,Pune,2025-08-09,6,-1621.96,-270.33,23.0,0
C1520,2023-12-27,19,Male,Chennai,2025-08-28,5,5615.1,1123.02,4.0,0
C1521,2023-07-11,58,Male,Kolkata,2025-08-06,11,5387.11,489.74,26.0,0
C1522,2026-11-02,41,Female,Noida,2024-07-06,4,689.54,172.39,422.0,1
C1523,2025-01-08,52,Female,Mumbai,2025-07-12,9,4503.14,500.35,51.0,0
C1524,2024-12-29,47,Female,Hyderabad,2025-08-16,5,2048.04,409.61,16.0,0
C1525,2023-09-10,47,Female,Noida,2025-08-09,2,686.8,343.4,23.0,0
C1526,2023-08-03,64,Female,Hyderabad,2025-08-25,6,2976.16,496.03,7.0,0
C1527,2023-05-08,52,Female,Mumbai,2025-07-25,10,3909.68,390.97,38.0,0
C1528,2023-01-24,36,Female,Hyderabad,2025-07-15,8,6713.01,839.13,48.0,0
C1529,2025-03-11,67,Female,Pune,2025-08-09,6,1598.9,266.48,23.0,0
C1530,2024-11-01,25,Female,Delhi,2025-08-18,9,7967.26,885.25,14.0,0
C1531,2031-12-13,43,Female,Hyderabad,2025-05-01,5,1528.82,305.76,123.0,0
C1532,2029-03-27,66,Male,Chennai,2025-06-04,4,2895.36,723.84,89.0,0
C1533,2023-11-21,57,Female,Delhi,2025-05-29,10,13548.07,1354.81,95.0,0
C1534,2024-08-09,24,Female,Pune,2025-07-29,6,2221.84,370.31,34.0,0
C1535,2026-03-04,47,Male,Noida,2025-08-08,8,3956.89,494.61,24.0,0
C1536,2025-01-27,24,Male,Bengaluru,2025-06-21,6,3387.98,564.66,72.0,0
C1537,2023-04-24,20,Male,Noida,2025-06-19,7,2714.66,387.81,74.0,0
C1538,2023-08-28,18,Female,Hyderabad,2025-03-29,7,4475.73,639.39,156.0,0
C1539,2023-02-25,53,Female,Hyderabad,2025-04-24,3,2055.18,685.06,130.0,0
C1540,2026-05-17,42,Male,Chennai,2025-08-02,2,2968.32,1484.16,30.0,0
C1541,2024-01-08,54,Female,Pune,2025-08-14,11,9277.5,843.41,18.0,0
C1542,2023-04-14,18,Female,Chennai,2024-12-15,2,1277.66,638.83,260.0,1
C1543,2024-03-21,32,Male,Kolkata,2025-05-26,4,2917.59,729.4,98.0,0
C1544,2024-01-21,54,Female,Pune,2025-05-26,14,14829.29,1059.23,98.0,0
C1545,2023-06-27,30,Other,Mumbai,2025-01-22,1,164.49,164.49,222.0,1
C1546,2023-02-18,57,Female,Mumbai,2024-12-18,10,5328.52,532.85,257.0,1
C1547,2024-03-21,25,Female,Mumbai,2025-07-31,5,5493.88,1098.78,32.0,0
C1548,2023-10-21,22,Other,Chennai,2025-05-05,6,418.12,69.69,119.0,0
C1549,2024-08-14,26,Female,Mumbai,2025-06-09,6,1635.08,272.51,84.0,0
C1550,2023-10-21,18,Male,Pune,2024-10-19,5,5600.97,1120.19,317.0,1
C1551,2025-02-03,53,Female,Mumbai,2025-05-08,8,4084.02,510.5,116.0,0
C1552,2023-11-18,52,Female,Bengaluru,2025-04-27,7,4927.44,703.92,127.0,0
C1553,2023-11-26,19,Female,Mumbai,2025-08-16,4,1966.78,491.69,16.0,0
C1554,2025-04-17,57,Male,Hyderabad,2025-08-25,9,2250.94,250.1,7.0,0
C1555,2023-07-26,40,Female,Kolkata,2025-01-01,7,4488.86,641.27,243.0,1
C1556,2023-02-27,26,Male,Chennai,2025-06-16,5,863.11,172.62,77.0,0
C1557,2023-01-12,51,Female,Delhi,2025-03-06,7,3865.47,552.21,179.0,0
C1558,2024-07-16,63,Male,Kolkata,2025-04-18,5,2407.32,481.46,136.0,0
C1559,2024-01-23,31,Male,Bengaluru,2024-11-29,3,1539.5,513.17,276.0,1
C1560,2024-05-02,21,Male,Chennai,2025-07-16,4,10936.13,2734.03,47.0,0
C1561,2023-04-06,47,Male,Pune,2025-08-30,6,7082.77,1180.46,2.0,0
C1562,2023-02-28,48,Female,Noida,2024-07-22,4,1953.47,488.37,406.0,1
C1563,2023-01-06,55,Female,Chennai,2025-01-06,2,1050.48,525.24,238.0,1
C1564,2023-06-22,28,Female,Hyderabad,2025-01-11,3,2049.17,683.06,233.0,1
C1565,2023-12-23,52,Male,Pune,2025-04-07,1,1800.57,1800.57,147.0,0
C1566,2023-07-19,25,Male,Kolkata,2025-05-22,6,3858.18,643.03,102.0,0
C1567,2023-08-19,20,Female,Kolkata,2025-04-24,5,6437.72,1287.54,130.0,0
C1568,2025-07-27,31,Female,Mumbai,2025-07-14,11,3333.55,303.05,49.0,0
C1569,2023-06-21,30,Male,Pune,2025-06-25,8,5023.42,627.93,68.0,0
C1570,2023-10-16,62,Female,Noida,2024-10-22,4,3944.12,986.03,314.0,1
C1571,2024-09-04,49,Male,Hyderabad,2025-08-28,5,4247.77,849.55,4.0,0
C1572,2023-07-22,51,Female,Mumbai,2025-08-06,6,4822.0,803.67,26.0,0
C1573,2024-01-25,62,Female,Mumbai,2025-08-01,4,3318.93,829.73,31.0,0
C1574,2025-03-04,36,Male,Noida,2025-08-08,6,5475.16,912.53,24.0,0
C1575,2026-04-09,55,Male,Chennai,2025-07-08,6,1680.43,280.07,55.0,0
C1576,2023-03-05,33,Female,Kolkata,2025-08-18,5,1456.02,291.2,14.0,0
C1577,2025-11-10,19,Male,Mumbai,2025-03-21,7,2288.15,326.88,164.0,0
C1578,2023-09-29,57,Male,Bengaluru,2025-03-18,6,3387.18,564.53,167.0,0
C1579,2023-04-30,34,Female,Bengaluru,2024-09-14,6,6459.01,1076.5,352.0,1
C1580,2023-09-03,51,Male,Kolkata,2025-08-01,10,9351.8,935.18,31.0,0
C1581,2027-04-15,59,Male,Bengaluru,2025-04-04,5,2546.66,509.33,150.0,0
C1582,2023-09-29,33,Female,Noida,2025-03-06,6,4097.78,682.96,179.0,0
C1583,2023-06-09,55,Female,Chennai,2025-07-28,9,6652.26,739.14,35.0,0
C1584,2024-02-06,19,Female,Hyderabad,2024-09-28,4,1866.26,466.57,338.0,1
C1585,2023-04-20,19,Female,Delhi,2025-07-23,9,6076.37,675.15,40.0,0
C1586,2023-02-01,43,Female,Mumbai,2023-12-27,2,1565.02,782.51,614.0,1
C1587,2023-02-25,30,Female,Delhi,2025-08-03,9,5515.17,612.8,29.0,0
C1588,2023-02-24,64,Male,Hyderabad,2025-07-17,4,1786.37,446.59,46.0,0
C1589,2023-03-07,48,Female,Hyderabad,2025-02-21,2,-176.57,-88.28,192.0,1
C1590,2023-03-01,51,Other,Noida,2025-04-08,4,1418.02,354.5,146.0,0
C1591,2024-02-14,56,Male,Chennai,2025-03-03,3,988.32,329.44,182.0,1
C1592,2023-03-22,20,Male,Bengaluru,2025-05-01,4,1305.78,326.45,123.0,0
C1593,2023-06-19,25,Female,Bengaluru,2025-07-28,7,6728.67,961.24,35.0,0
C1594,2025-06-27,40,Male,Noida,2025-06-06,5,2360.45,472.09,87.0,0
C1595,2023-09-14,31,Male,Hyderabad,2025-08-15,7,4379.29,625.61,17.0,0
C1596,2024-03-16,44,Female,Chennai,2025-08-25,7,4051.35,578.76,7.0,0
C1597,2023-03-17,46,Other,Chennai,2024-09-06,6,3378.56,563.09,360.0,1
C1598,2023-03-27,56,Male,Kolkata,2024-10-14,7,1460.84,208.69,322.0,1
C1599,2023-01-17,56,Male,Pune,2024-12-28,6,2970.35,495.06,247.0,1
C1600,2023-03-16,18,Male,Mumbai,2025-02-20,5,2700.57,540.11,193.0,1
C1601,2023-05-11,34,Female,Noida,2025-05-15,13,9527.07,732.85,109.0,0
C1602,2023-03-19,58,Male,Pune,2025-04-01,3,2370.03,790.01,153.0,0
C1603,2023-02-07,47,Male,Noida,2024-09-09,4,7574.92,1893.73,357.0,1
C1604,2023-02-21,30,Male,Bengaluru,2025-04-27,5,6867.46,1373.49,127.0,0
C1605,2023-09-05,38,Male,Hyderabad,2025-02-13,5,4294.94,858.99,200.0,1
C1606,2023-04-03,36,Female,Noida,2025-08-04,3,1473.02,491.01,28.0,0
C1607,2023-07-01,36,Female,Noida,2025-07-28,7,3795.93,542.28,35.0,0
C1608,2023-10-08,42,Female,Kolkata,2025-05-18,7,3117.64,445.38,106.0,0
C1609,2024-04-13,39,Female,Delhi,2025-08-16,6,538.68,89.78,16.0,0
